algo,wg_a,wg_b,mean_rel_diff_%,max_rel_diff_%
find,wg32,wg64,24.997012541855042,63.516493699115415
find,wg32,wg128,34.218152204436414,115.18982290114235
find,wg32,wg256,39.95223410340953,136.58841410177405
find,wg32,wg512,44.59675977809479,136.66240647136678
find,wg32,wg1024,38.04861427153413,136.14938497330613
find,wg64,wg128,20.276687406158977,63.24078625406795
find,wg64,wg256,27.23045921184276,93.30995695947001
find,wg64,wg512,24.400463599616916,93.41845827868977
find,wg64,wg1024,26.048824885388175,92.66684022752663
find,wg128,wg256,9.966889377464808,35.2727837586079
find,wg128,wg512,14.492522688359534,35.407186700188305
find,wg128,wg1024,8.890818229457198,34.477250260742416
find,wg256,wg512,8.872158398321336,30.748409323047866
find,wg256,wg1024,5.2488144193781725,26.324436230387594
find,wg512,wg1024,8.793564150358778,25.610311988194578
for_each,wg32,wg64,30.16719282051431,70.17996484196088
for_each,wg32,wg128,44.676671968651846,120.71916042289455
for_each,wg32,wg256,44.81502110244457,120.39188145062845
for_each,wg32,wg512,48.34099557919362,121.57810503439855
for_each,wg32,wg1024,45.735928544899245,121.49372421001121
for_each,wg64,wg128,24.283013977246267,69.82483136527544
for_each,wg64,wg256,24.959677796943705,69.91959885996812
for_each,wg64,wg512,26.913822894551906,71.01907251206045
for_each,wg64,wg1024,25.146391432986153,71.08797198194922
for_each,wg128,wg256,0.9896533483150461,7.766332527750771
for_each,wg128,wg512,5.576105776699178,11.388949182767776
for_each,wg128,wg1024,1.925221702150827,3.2687738219317004
for_each,wg256,wg512,5.437231292933384,14.61831405021245
for_each,wg256,wg1024,1.703326599159804,9.887674961161363
for_each,wg512,wg1024,4.033575797294722,12.595278458236894
inclusive_scan,wg32,wg64,3.508988288100966,20.960589687591707
inclusive_scan,wg32,wg128,2.166842797467162,10.409757248968248
inclusive_scan,wg32,wg256,13.912959321577317,45.8188157260178
inclusive_scan,wg32,wg512,7.250415813702127,16.47261644559602
inclusive_scan,wg32,wg1024,8.345137899027844,20.448731489666255
inclusive_scan,wg64,wg128,4.757399367206974,29.551905639311588
inclusive_scan,wg64,wg256,14.07344726140123,48.422446261811785
inclusive_scan,wg64,wg512,7.333866599605718,17.20007049970125
inclusive_scan,wg64,wg1024,11.334487581010583,34.64776936031106
inclusive_scan,wg128,wg256,14.685897394659163,55.56600016998704
inclusive_scan,wg128,wg512,8.455176824887133,15.535533585545359
inclusive_scan,wg128,wg1024,7.9014955101036755,19.5464192734025
inclusive_scan,wg256,wg512,18.100211647151237,42.92470321833698
inclusive_scan,wg256,wg1024,15.156052623081287,48.896433658590425
inclusive_scan,wg512,wg1024,15.257023312760506,28.82148208311807
reduce,wg32,wg64,23.324350707901335,68.36417837980306
reduce,wg32,wg128,36.80819884379385,119.96435450371563
reduce,wg32,wg256,39.37088969436806,120.88912794174735
reduce,wg32,wg512,39.41164668733177,113.46070469919367
reduce,wg32,wg1024,35.86497495816099,98.44521346586419
reduce,wg64,wg128,17.40544316428757,66.94212603564021
reduce,wg64,wg256,21.632672658974208,68.22723616497277
reduce,wg64,wg512,18.697953005792066,57.6011952724798
reduce,wg64,wg1024,15.76965373834421,37.546371220170386
reduce,wg128,wg256,5.848515850903693,16.16487421075501
reduce,wg128,wg512,6.425032526806719,15.380152685793968
reduce,wg128,wg1024,11.646907225092104,31.36670854123722
reduce,wg256,wg512,8.379532719163187,17.45200939436826
reduce,wg256,wg1024,12.003525049134677,32.78017726659267
reduce,wg512,wg1024,9.037384223231365,21.20112424383452
sort,wg32,wg64,1.5380904037079917,5.642098447931951
sort,wg32,wg128,2.9614472069569047,12.127795096256074
sort,wg32,wg256,4.574260258635036,54.139329350366836
sort,wg32,wg512,2.0853939317768626,6.739193270904412
sort,wg32,wg1024,2.8274160053634434,13.714459885840641
sort,wg64,wg128,3.4872625692793835,15.170031981681698
sort,wg64,wg256,4.939412119273631,51.646532473783466
sort,wg64,wg512,1.0587600092671219,5.87012411232469
sort,wg64,wg1024,2.8662907171744627,16.068476296190585
sort,wg128,wg256,2.790291694551642,50.37630185640127
sort,wg128,wg512,3.3976576517740944,9.372583540154908
sort,wg128,wg1024,3.4659134460652754,9.460014399240947
sort,wg256,wg512,4.653259043031245,47.83647095290778
sort,wg256,wg1024,5.521268011917963,50.8525023739016
sort,wg512,wg1024,2.8348256549293356,14.224661012573659
